100,786
100,926
100,828
100,895
100,850
100,1264
100,1090
100,1292
100,794
100,1003
100,811
100,1049
100,942
100,978
100,1212
100,863
100,512
100,629
100,841
100,1296
100,720
100,805
100,981
100,1020
100,915
100,812
100,819
100,766
100,1273
100,750
100,1332
100,1245
100,609
100,768
100,701
100,864
100,965
100,1330
100,1071
100,761
100,829
100,966
100,690
100,1620
100,840
100,942
100,1209
100,797
100,1015
100,664
100,1003
100,1295
100,794
100,1113
100,1066
100,597
100,796
100,833
100,775
100,970
100,1000
100,943
100,601
100,697
100,825
100,544
100,824
100,1285
100,882
100,951
100,761
100,838
100,1187
100,693
100,648
100,677
100,758
100,905
100,941
100,1374
100,981
100,1454
100,702
100,972
100,1007
100,900
100,871
100,720
100,869
100,1314
100,688
100,718
100,534
100,1187
100,1015
100,969
100,1183
100,735
100,902
100,832
200,2781
200,3790
200,1673
200,2042
200,1610
200,2228
200,2389
200,1837
200,1591
200,2219
200,1823
200,1554
200,1876
200,2966
200,2240
200,1957
200,2139
200,2815
200,1910
200,3005
200,2305
200,2414
200,3888
200,2223
200,2182
200,2591
200,2095
200,2893
200,2537
200,2434
200,1518
200,1473
200,2369
200,1770
200,2314
200,1854
200,1837
200,2289
200,1581
200,2296
200,2078
200,1619
200,1844
200,1966
200,1705
200,2820
200,2162
200,3507
200,3593
200,1766
200,2215
200,1836
200,1853
200,2029
200,1814
200,3315
200,1910
200,2674
200,1939
200,2220
200,1613
200,1838
200,1768
200,2287
200,2388
200,2169
200,2319
200,1697
200,2540
200,2252
200,2344
200,2200
200,2710
200,2573
200,2845
200,2202
200,2247
200,2129
200,2073
200,1975
200,1734
200,2625
200,1600
200,3012
200,2137
200,2441
200,1822
200,2051
200,2663
200,2678
200,2182
200,2177
200,2679
200,2734
200,2061
200,1659
200,1471
200,1890
200,1361
200,2450
300,2806
300,2604
300,3660
300,2783
300,4103
300,4075
300,3409
300,3060
300,3232
300,4663
300,3232
300,3753
300,3784
300,4483
300,2719
300,3797
300,3485
300,2746
300,3465
300,3253
300,4985
300,3640
300,4487
300,3792
300,2822
300,3522
300,3502
300,3216
300,4477
300,3643
300,3657
300,4311
300,3020
300,3741
300,3046
300,3382
300,3265
300,3869
300,2963
300,3163
300,3227
300,3227
300,2992
300,3226
300,2469
300,3994
300,3784
300,3725
300,2797
300,3789
300,5063
300,3520
300,4039
300,3753
300,3045
300,6148
300,3888
300,2404
300,3317
300,4451
300,3699
300,3175
300,3384
300,2822
300,3135
300,3601
300,2811
300,3686
300,2985
300,4405
300,5281
300,3286
300,4305
300,4699
300,3370
300,2905
300,3350
300,3303
300,3438
300,4372
300,2703
300,4676
300,3387
300,4190
300,4564
300,4083
300,3811
300,3093
300,5156
300,3049
300,3515
300,3987
300,3477
300,3258
300,3244
300,2970
300,2830
300,3130
300,3915
300,4039
400,4531
400,4770
400,4182
400,6121
400,4922
400,4222
400,3875
400,5886
400,4297
400,4207
400,6719
400,3713
400,4996
400,5094
400,5631
400,7486
400,4558
400,4244
400,4688
400,5427
400,3981
400,5284
400,3998
400,4188
400,4549
400,4536
400,6604
400,5568
400,4902
400,4450
400,5043
400,5170
400,4925
400,3531
400,5612
400,4932
400,4183
400,4104
400,4889
400,5112
400,7468
400,5431
400,4586
400,6167
400,4223
400,5187
400,7042
400,5756
400,6204
400,4280
400,4885
400,4593
400,5745
400,5242
400,4844
400,5046
400,3721
400,5007
400,4164
400,4966
400,4632
400,3741
400,5759
400,5076
400,4404
400,4073
400,4689
400,4751
400,4241
400,5846
400,3867
400,5478
400,5253
400,4674
400,6840
400,5083
400,8568
400,3816
400,4756
400,5870
400,4474
400,5291
400,5241
400,8747
400,6875
400,4438
400,3951
400,5381
400,7125
400,5439
400,4902
400,5245
400,4849
400,4610
400,5211
400,4265
400,5272
400,5617
400,4706
400,6589
500,5764
500,4917
500,7380
500,7345
500,6652
500,5442
500,6212
500,6152
500,4970
500,6331
500,7651
500,6512
500,8176
500,5757
500,5826
500,7098
500,5913
500,7141
500,6888
500,5474
500,6466
500,6434
500,6945
500,5107
500,5663
500,7555
500,8544
500,5559
500,7720
500,7333
500,7110
500,9348
500,7581
500,5737
500,6499
500,10667
