100,18,1.0
100,12,1.0
100,16,1.0
100,14,1.0
100,13,1.0
100,13,1.0
100,18,1.0
100,13,1.0
100,21,1.0
100,12,1.0
100,16,1.0
100,14,1.0
100,15,1.0
100,13,1.0
100,18,1.0
100,12,1.0
100,15,1.0
100,11,1.0
100,12,1.0
100,13,1.0
100,15,1.0
100,14,1.0
100,20,1.0
100,12,1.0
100,12,1.0
100,22,1.0
100,15,1.0
100,17,1.0
100,12,1.0
100,15,1.0
100,19,1.0
100,16,1.0
100,19,1.0
100,18,1.0
100,14,1.0
100,13,1.0
100,13,1.0
100,13,1.0
100,16,1.0
100,18,1.0
100,15,1.0
100,27,1.0
100,18,1.0
100,13,1.0
100,11,1.0
100,19,1.0
100,15,1.0
100,14,1.0
100,19,1.0
100,17,1.0
100,31,1.0
100,15,1.0
100,11,1.0
100,23,1.0
100,12,1.0
100,19,1.0
100,18,1.0
100,21,1.0
100,14,1.0
100,13,1.0
100,14,1.0
100,18,1.0
100,18,1.0
100,22,1.0
100,18,1.0
100,13,1.0
100,11,1.0
100,13,1.0
100,16,1.0
100,19,1.0
100,19,1.0
100,15,1.0
100,14,1.0
100,12,1.0
100,18,1.0
100,17,1.0
100,15,1.0
100,14,1.0
100,13,1.0
100,21,1.0
100,17,1.0
100,12,1.0
100,32,1.0
100,11,1.0
100,12,1.0
100,12,1.0
100,13,1.0
100,17,1.0
100,12,1.0
100,12,1.0
100,15,1.0
100,11,1.0
100,18,1.0
100,15,1.0
100,11,1.0
100,17,1.0
100,19,1.0
100,14,1.0
100,21,1.0
100,16,1.0
200,13,1.0
200,17,1.0
200,18,1.0
200,16,1.0
200,19,1.0
200,14,1.0
200,25,1.0
200,17,1.0
200,17,1.0
200,15,1.0
200,13,1.0
200,15,1.0
200,17,1.0
200,22,1.0
200,17,1.0
200,20,1.0
200,16,1.0
200,14,1.0
200,21,1.0
200,29,1.0
200,14,1.0
200,21,1.0
200,16,1.0
200,17,1.0
200,19,1.0
200,20,1.0
200,25,1.0
200,23,1.0
200,16,1.0
200,15,1.0
200,14,1.0
200,14,1.0
200,16,1.0
200,22,1.0
200,19,1.0
200,16,1.0
200,16,1.0
200,14,1.0
200,25,1.0
200,15,1.0
200,14,1.0
200,25,1.0
200,13,1.0
200,17,1.0
200,23,1.0
200,15,1.0
200,14,1.0
200,14,1.0
200,18,1.0
200,18,1.0
200,16,1.0
200,14,1.0
200,20,1.0
200,16,1.0
200,23,1.0
200,20,1.0
200,19,1.0
200,15,1.0
200,20,1.0
200,18,1.0
200,20,1.0
200,23,1.0
200,18,1.0
200,17,1.0
200,14,1.0
200,15,1.0
200,18,1.0
200,21,1.0
200,25,1.0
200,25,1.0
200,21,1.0
200,18,1.0
200,14,1.0
200,18,1.0
200,17,1.0
200,19,1.0
200,20,1.0
200,20,1.0
200,14,1.0
200,25,1.0
200,19,1.0
200,18,1.0
200,15,1.0
200,11,1.0
200,18,1.0
200,27,1.0
200,15,1.0
200,19,1.0
200,30,1.0
200,17,1.0
200,20,1.0
200,17,1.0
200,24,1.0
200,22,1.0
200,14,1.0
200,20,1.0
200,14,1.0
200,18,1.0
200,20,1.0
200,21,1.0
300,17,1.0
300,17,1.0
300,20,1.0
300,14,1.0
300,20,1.0
300,20,1.0
300,24,1.0
300,16,1.0
300,17,1.0
300,25,1.0
300,19,1.0
300,22,1.0
300,20,1.0
300,14,1.0
300,16,1.0
300,20,1.0
300,15,1.0
300,20,1.0
300,16,1.0
300,19,1.0
300,19,1.0
300,19,1.0
300,14,1.0
300,18,1.0
300,27,1.0
300,15,1.0
300,17,1.0
300,23,1.0
300,31,1.0
300,27,1.0
300,24,1.0
300,18,1.0
300,19,1.0
300,22,1.0
300,18,1.0
300,26,1.0
300,18,1.0
300,20,1.0
300,17,1.0
300,23,1.0
300,20,1.0
300,22,1.0
300,19,1.0
300,24,1.0
300,22,1.0
300,22,1.0
300,19,1.0
300,17,1.0
300,19,1.0
300,22,1.0
300,24,1.0
300,19,1.0
300,15,1.0
300,16,1.0
300,22,1.0
300,17,1.0
300,15,1.0
300,18,1.0
300,17,1.0
300,19,1.0
300,27,1.0
300,18,1.0
300,19,1.0
300,24,1.0
300,17,1.0
300,17,1.0
300,21,1.0
300,23,1.0
300,14,1.0
300,23,1.0
300,15,1.0
300,16,1.0
300,19,1.0
300,18,1.0
300,22,1.0
300,21,1.0
300,20,1.0
300,19,1.0
300,19,1.0
300,20,1.0
300,15,1.0
300,19,1.0
300,18,1.0
300,17,1.0
300,27,1.0
300,26,1.0
300,18,1.0
300,19,1.0
300,13,1.0
300,22,1.0
300,15,1.0
300,20,1.0
300,14,1.0
300,15,1.0
300,16,1.0
300,19,1.0
300,19,1.0
300,17,1.0
300,20,1.0
300,18,1.0
400,20,1.0
400,28,1.0
400,25,1.0
400,18,1.0
400,19,1.0
400,24,1.0
400,20,1.0
400,25,1.0
400,21,1.0
400,24,1.0
400,16,1.0
400,19,1.0
400,20,1.0
400,28,1.0
400,28,1.0
400,31,1.0
400,18,1.0
400,17,1.0
400,17,1.0
400,23,1.0
400,20,1.0
400,23,1.0
400,19,1.0
400,14,1.0
400,17,1.0
400,19,1.0
400,21,1.0
400,22,1.0
400,16,1.0
400,18,1.0
400,22,1.0
400,15,1.0
400,20,1.0
400,18,1.0
400,15,1.0
400,18,1.0
400,17,1.0
400,24,1.0
400,21,1.0
400,18,1.0
400,20,1.0
400,23,1.0
400,16,1.0
400,17,1.0
400,20,1.0
400,25,1.0
400,15,1.0
400,19,1.0
400,28,1.0
400,24,1.0
400,20,1.0
400,18,1.0
400,16,1.0
400,19,1.0
400,22,1.0
400,16,1.0
400,21,1.0
400,19,1.0
400,25,1.0
400,16,1.0
400,19,1.0
400,19,1.0
400,23,1.0
400,17,1.0
400,17,1.0
400,19,1.0
400,19,1.0
400,15,1.0
400,21,1.0
400,25,1.0
400,19,1.0
400,14,1.0
400,16,1.0
400,22,1.0
400,13,1.0
400,16,1.0
400,21,1.0
400,26,1.0
400,22,1.0
400,14,1.0
400,19,1.0
400,16,1.0
400,21,1.0
400,23,1.0
400,21,1.0
400,18,1.0
400,23,1.0
400,16,1.0
400,15,1.0
400,18,1.0
400,16,1.0
400,22,1.0
400,33,1.0
400,25,1.0
400,21,1.0
400,19,1.0
400,17,1.0
400,21,1.0
400,19,1.0
400,24,1.0
500,23,1.0
500,17,1.0
500,16,1.0
500,19,1.0
500,19,1.0
500,21,1.0
500,19,1.0
500,20,1.0
500,18,1.0
500,23,1.0
500,24,1.0
500,19,1.0
500,22,1.0
500,19,1.0
500,19,1.0
500,16,1.0
500,17,1.0
500,19,1.0
500,21,1.0
500,27,1.0
500,22,1.0
500,19,1.0
500,20,1.0
500,15,1.0
500,21,1.0
500,17,1.0
500,19,1.0
500,23,1.0
500,23,1.0
500,25,1.0
500,17,1.0
500,18,1.0
500,25,1.0
500,17,1.0
500,17,1.0
500,29,1.0
500,20,1.0
500,20,1.0
500,21,1.0
500,21,1.0
500,16,1.0
500,17,1.0
500,21,1.0
500,21,1.0
500,18,1.0
500,17,1.0
500,17,1.0
500,24,1.0
500,19,1.0
500,20,1.0
500,21,1.0
500,19,1.0
500,18,1.0
500,29,1.0
500,18,1.0
500,29,1.0
500,20,1.0
500,25,1.0
500,21,1.0
500,16,1.0
500,21,1.0
500,26,1.0
500,29,1.0
500,17,1.0
500,20,1.0
500,19,1.0
500,25,1.0
500,21,1.0
500,17,1.0
500,18,1.0
500,21,1.0
500,18,1.0
500,25,1.0
500,18,1.0
500,19,1.0
500,24,1.0
500,28,1.0
500,21,1.0
500,19,1.0
500,16,1.0
500,21,1.0
500,19,1.0
500,20,1.0
500,18,1.0
500,19,1.0
500,24,1.0
500,23,1.0
500,15,1.0
500,25,1.0
500,18,1.0
500,24,1.0
500,24,1.0
500,19,1.0
500,17,1.0
500,21,1.0
500,17,1.0
500,17,1.0
500,17,1.0
500,22,1.0
500,21,1.0
600,21,1.0
600,26,1.0
600,21,1.0
600,23,1.0
600,27,1.0
600,26,1.0
600,25,1.0
600,23,1.0
600,21,1.0
600,20,1.0
600,21,1.0
600,19,1.0
600,22,1.0
600,20,1.0
600,19,1.0
600,22,1.0
600,26,1.0
600,25,1.0
600,25,1.0
600,19,1.0
600,19,1.0
600,19,1.0
600,20,1.0
600,22,1.0
600,24,1.0
600,19,1.0
600,17,1.0
600,17,1.0
600,19,1.0
600,25,1.0
600,19,1.0
600,28,1.0
600,23,1.0
600,22,1.0
600,22,1.0
600,25,1.0
600,27,1.0
600,19,1.0
600,17,1.0
600,19,1.0
600,18,1.0
600,24,1.0
600,19,1.0
600,21,1.0
600,26,1.0
600,21,1.0
600,24,1.0
600,18,1.0
600,25,1.0
600,19,1.0
600,18,1.0
600,23,1.0
600,23,1.0
600,20,1.0
600,19,1.0
600,20,1.0
600,18,1.0
600,21,1.0
600,21,1.0
600,19,1.0
600,21,1.0
600,20,1.0
600,23,1.0
600,20,1.0
600,23,1.0
600,21,1.0
600,20,1.0
600,28,1.0
600,17,1.0
600,20,1.0
600,24,1.0
600,28,1.0
600,22,1.0
600,24,1.0
600,20,1.0
600,21,1.0
600,21,1.0
600,20,1.0
600,17,1.0
600,19,1.0
600,22,1.0
600,15,1.0
600,28,1.0
600,32,1.0
600,19,1.0
600,27,1.0
600,20,1.0
600,22,1.0
600,15,1.0
600,18,1.0
600,42,1.0
600,22,1.0
600,23,1.0
600,22,1.0
600,22,1.0
600,18,1.0
600,21,1.0
600,23,1.0
600,17,1.0
600,21,1.0
700,20,1.0
700,18,1.0
700,24,1.0
700,22,1.0
700,23,1.0
700,21,1.0
700,23,1.0
700,20,1.0
700,19,1.0
700,20,1.0
700,18,1.0
700,20,1.0
700,22,1.0
700,20,1.0
700,22,1.0
700,21,1.0
700,19,1.0
700,20,1.0
700,24,1.0
700,19,1.0
700,20,1.0
700,23,1.0
700,25,1.0
700,18,1.0
700,18,1.0
700,18,1.0
700,22,1.0
700,17,1.0
700,22,1.0
700,21,1.0
700,17,1.0
700,18,1.0
700,25,1.0
700,21,1.0
700,17,1.0
700,19,1.0
700,17,1.0
700,17,1.0
700,29,1.0
700,23,1.0
700,18,1.0
700,19,1.0
700,25,1.0
700,22,1.0
700,22,1.0
700,24,1.0
700,20,1.0
700,25,1.0
700,19,1.0
700,18,1.0
700,22,1.0
700,21,1.0
700,23,1.0
700,17,1.0
700,24,1.0
700,27,1.0
700,18,1.0
700,19,1.0
700,24,1.0
700,21,1.0
700,24,1.0
700,15,1.0
700,20,1.0
700,20,1.0
700,24,1.0
700,18,1.0
700,19,1.0
700,19,1.0
700,20,1.0
700,21,1.0
700,21,1.0
700,26,1.0
700,22,1.0
700,21,1.0
700,19,1.0
700,19,1.0
700,18,1.0
700,23,1.0
700,19,1.0
700,22,1.0
700,18,1.0
700,20,1.0
700,25,1.0
700,23,1.0
700,29,1.0
700,23,1.0
700,23,1.0
700,18,1.0
700,18,1.0
700,26,1.0
700,21,1.0
700,22,1.0
700,20,1.0
700,18,1.0
700,24,1.0
700,31,1.0
700,20,1.0
700,23,1.0
700,21,1.0
700,21,1.0
800,23,1.0
800,21,1.0
800,24,1.0
800,29,1.0
800,23,1.0
800,19,1.0
800,18,1.0
800,19,1.0
800,19,1.0
800,24,1.0
800,20,1.0
800,24,1.0
800,20,1.0
800,21,1.0
800,25,1.0
800,20,1.0
800,27,1.0
800,29,1.0
800,19,1.0
800,20,1.0
800,18,1.0
800,22,1.0
800,29,1.0
800,20,1.0
800,23,1.0
800,19,1.0
800,19,1.0
800,20,1.0
800,19,1.0
800,21,1.0
800,18,1.0
800,27,1.0
800,19,1.0
800,20,1.0
800,22,1.0
800,23,1.0
800,20,1.0
800,17,1.0
800,30,1.0
800,25,1.0
800,18,1.0
800,21,1.0
800,21,1.0
800,20,1.0
800,22,1.0
800,20,1.0
800,19,1.0
800,21,1.0
800,20,1.0
800,25,1.0
800,25,1.0
800,21,1.0
800,18,1.0
800,34,1.0
800,23,1.0
800,18,1.0
800,24,1.0
800,23,1.0
800,22,1.0
800,21,1.0
800,22,1.0
800,25,1.0
800,24,1.0
800,17,1.0
800,18,1.0
800,30,1.0
800,24,1.0
800,20,1.0
800,23,1.0
