100,725
100,910
100,818
100,817
100,607
100,892
100,1124
100,661
100,812
100,736
100,535
100,646
100,757
100,866
100,734
100,652
100,525
100,691
100,1003
100,810
100,783
100,920
100,622
100,561
100,1636
100,1248
100,663
100,602
100,715
100,956
100,626
100,812
100,721
100,815
100,566
100,727
100,569
100,672
100,853
100,526
100,723
100,606
100,701
100,672
100,1116
100,883
100,909
100,813
100,671
100,774
100,1059
100,718
100,734
100,842
100,1262
100,541
100,897
100,645
100,1010
100,772
100,657
100,728
100,823
100,626
100,814
100,510
100,863
100,452
100,1260
100,680
100,945
100,1035
100,747
100,734
100,645
100,826
100,626
100,1255
100,874
100,973
100,722
100,634
100,701
100,592
100,718
100,663
100,610
100,673
100,903
100,557
100,809
100,782
100,948
100,677
100,774
100,749
100,659
100,549
100,843
100,627
200,1292
200,1489
200,1406
200,1843
200,2721
200,1840
200,1690
200,2066
200,1691
200,2018
200,1997
200,1762
200,2125
200,1639
200,1995
200,1585
200,1306
200,1549
200,1508
200,1498
200,1660
200,1221
200,1263
200,3077
200,2118
200,2049
200,1928
200,2048
200,1316
200,1972
200,5000
200,2598
200,2622
200,1839
200,1658
200,1566
200,2843
200,2443
200,1736
200,1436
200,1557
200,1633
200,1475
200,1621
200,1640
200,1887
200,1662
200,1733
200,1532
200,1687
200,1623
200,1343
200,2006
200,1702
200,1728
200,2288
200,2175
200,1716
200,1985
200,1695
200,2102
200,1163
200,1915
200,1847
200,1855
200,2538
200,1223
200,2558
200,1454
200,2202
200,2099
200,1535
200,1455
200,1973
200,1847
200,2135
200,2232
200,1393
200,1795
200,1620
200,2007
200,1421
200,1835
200,2012
200,1886
200,1501
200,1855
200,2870
200,2140
200,1706
200,1729
200,1800
200,1366
200,1175
200,2123
200,1355
200,2384
200,3365
200,1736
200,1663
300,3388
300,2369
300,4190
300,3095
300,2672
300,2703
300,2222
300,2188
300,2127
300,2548
300,2032
300,2603
300,2758
300,2587
300,2831
300,3173
300,2788
300,3577
300,2790
300,3768
300,3178
300,4292
300,2829
300,2561
300,2686
300,2933
