100,5,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,4,2,0.1
100,5,2,0.1
100,5,2,0.1
100,4,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,4,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,4,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,4,2,0.1
100,5,2,0.1
100,5,2,0.1
100,4,2,0.1
100,4,2,0.1
100,4,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,5,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,5,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,5,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,5,2,0.1
100,5,2,0.1
100,5,2,0.1
100,5,2,0.1
100,5,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,5,2,0.1
100,5,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,5,2,0.1
100,4,2,0.1
100,4,2,0.1
100,4,2,0.1
100,4,2,0.1
100,5,2,0.1
100,5,2,0.1
100,4,2,0.1
100,5,2,0.1
100,4,2,0.1
100,4,2,0.1
100,4,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,4,2,0.1
200,5,2,0.1
200,5,2,0.1
200,4,2,0.1
200,4,2,0.1
200,4,2,0.1
200,4,2,0.1
200,5,2,0.1
200,5,2,0.1
200,4,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,4,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,4,2,0.1
200,4,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,4,2,0.1
200,4,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,4,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,4,2,0.1
200,4,2,0.1
200,4,2,0.1
200,4,2,0.1
200,5,2,0.1
200,5,2,0.1
200,4,2,0.1
200,4,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,4,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,4,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,4,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,4,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,4,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,5,2,0.1
200,4,2,0.1
200,4,2,0.1
200,4,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,4,2,0.1
300,5,2,0.1
300,5,2,0.1
300,4,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,4,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,4,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,4,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,4,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,4,2,0.1
300,5,2,0.1
300,4,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,4,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
300,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,4,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,4,2,0.1
400,5,2,0.1
400,4,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,4,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
400,5,2,0.1
