100,17
100,16
100,14
100,36
100,15
100,14
100,12
100,12
100,13
100,17
100,9
100,23
100,15
100,24
100,15
100,13
100,18
100,13
100,16
100,30
100,12
100,14
100,14
100,18
100,12
100,14
100,9
100,28
100,11
100,13
100,15
100,17
100,15
100,13
100,21
100,16
100,14
100,13
100,20
100,16
100,13
100,12
100,11
100,17
100,13
100,16
100,17
100,14
100,12
100,17
100,14
100,11
100,14
100,19
100,16
100,18
100,14
100,18
100,11
100,16
100,13
100,18
100,21
100,15
100,21
100,13
100,18
100,19
100,14
100,13
100,13
100,15
100,18
100,13
100,14
100,13
100,16
100,16
100,15
100,16
100,14
100,14
100,15
100,13
100,14
100,12
100,18
100,14
100,25
100,12
100,14
100,13
100,22
100,15
100,10
100,13
100,19
100,12
100,18
100,20
200,17
200,12
200,24
200,19
200,19
200,20
200,15
200,14
200,14
200,15
200,14
200,18
200,20
200,20
200,20
200,18
200,16
200,14
200,26
200,18
200,18
200,21
200,19
200,26
200,16
200,21
200,19
200,21
200,21
200,20
200,22
200,20
200,17
200,17
200,15
200,13
200,17
200,25
200,15
200,17
200,21
200,16
200,21
200,23
200,20
200,18
200,22
200,16
200,18
200,20
200,19
200,20
200,19
200,27
200,16
200,13
200,14
200,23
200,16
200,15
200,17
200,15
200,20
200,21
200,14
200,16
200,16
200,20
200,14
200,15
200,18
200,19
200,16
200,16
200,20
200,14
200,18
200,33
200,15
200,15
200,14
200,20
200,12
200,21
200,19
200,15
200,17
200,16
200,16
200,15
200,17
200,20
200,13
200,23
200,18
200,15
200,16
200,13
200,22
200,15
300,19
300,17
300,14
300,18
300,17
300,22
300,20
300,17
300,21
300,21
300,16
300,23
300,14
300,19
300,18
300,16
300,19
300,16
300,20
300,19
300,16
300,16
300,23
300,16
300,17
300,19
300,21
300,16
300,19
300,20
300,16
300,28
300,16
300,19
300,22
300,27
300,20
300,23
300,23
300,22
300,23
300,20
300,17
300,20
300,16
300,23
300,17
300,19
300,26
300,19
300,16
300,27
300,18
300,20
300,24
300,24
300,18
300,18
300,27
300,17
300,22
300,19
300,22
300,17
300,16
300,17
300,20
300,17
300,20
300,16
300,19
300,27
300,12
300,18
300,16
300,16
300,22
300,14
300,18
300,19
300,22
300,24
300,25
300,19
300,29
300,17
300,23
300,21
300,17
300,18
300,18
300,18
300,14
300,15
300,20
300,32
300,17
300,16
300,20
300,24
400,16
400,15
400,17
400,22
400,22
400,26
400,17
400,15
400,14
400,21
400,19
400,19
400,17
400,20
400,28
400,21
400,17
400,18
400,14
400,19
400,20
400,20
400,18
400,16
400,21
400,20
400,18
400,23
400,23
400,17
400,27
400,17
400,16
400,20
400,17
400,17
400,17
400,18
400,17
400,17
400,19
400,26
400,18
400,19
400,23
400,22
400,21
400,23
400,17
400,19
400,15
400,21
400,30
400,17
400,20
400,27
400,15
400,20
400,14
400,21
400,18
400,14
400,17
400,23
400,18
400,23
400,21
400,17
400,18
400,19
400,20
400,17
400,17
400,24
400,18
400,17
400,21
400,15
400,17
400,19
400,16
400,21
400,24
400,18
400,19
400,17
400,17
400,19
400,27
400,23
400,18
400,16
400,26
400,19
400,19
400,18
400,23
400,30
400,19
400,15
500,18
500,22
500,22
500,16
500,19
500,30
500,21
500,15
500,18
500,18
500,22
500,19
500,22
500,22
500,18
500,21
500,26
500,18
500,16
500,22
500,25
500,19
500,32
500,18
500,21
500,27
500,24
500,21
500,19
500,16
500,14
500,19
500,17
500,21
500,30
500,19
500,18
500,21
500,26
500,19
500,20
500,21
500,19
500,24
500,17
500,20
500,25
500,20
500,19
500,22
500,22
500,19
500,17
500,21
500,16
500,16
500,20
500,18
500,18
500,17
500,20
500,20
500,18
500,28
500,21
500,22
500,17
500,20
500,18
500,21
500,14
500,18
500,23
500,17
500,25
500,18
500,18
500,22
500,19
500,19
500,21
500,22
500,19
500,16
500,20
500,17
500,19
500,23
500,19
500,17
500,25
500,19
500,23
500,18
500,17
500,20
500,29
500,17
500,22
500,21
600,22
600,21
600,22
600,18
600,27
600,24
600,24
600,26
600,16
600,18
600,23
600,21
600,22
600,28
600,28
600,26
600,25
600,17
600,19
600,19
600,18
600,21
600,24
600,17
600,22
600,27
600,22
600,25
600,23
600,22
600,17
600,26
600,22
600,22
600,19
600,24
600,17
600,24
600,21
600,19
600,18
600,15
600,22
600,24
600,20
600,20
600,25
600,16
600,16
600,23
600,20
600,17
600,22
600,23
600,22
600,24
600,19
600,22
600,23
600,21
600,19
600,20
600,20
600,23
600,16
600,23
600,16
600,20
600,18
600,25
600,32
600,22
600,20
600,22
600,18
600,20
600,23
600,20
600,20
600,17
600,26
